name,artist,url,release_date,added_at,created_at
melt into YOU - feat.a子,CHIAKI SATO,https://open.spotify.com/album/1LSdYXveZ1weRohT3cAW9B,2023-01-25,2023-01-28,2023-07-31
Made You Look (feat. Kim Petras),"['Meghan Trainor', 'Kim Petras']",https://open.spotify.com/album/41NpvqeMM2xxTI7GQZskg7,2023-01-13,2023-01-28,2023-07-31
The Way You Look At Me,Ben&Ben,https://open.spotify.com/album/0AhITlFtQQGB3X5KAqf7Ng,2023-01-27,2023-01-28,2023-07-31
Koi ha jealousy,Lisa Halim,https://open.spotify.com/album/7K2SHuNbsnIZ1EwGjuR2Qf,2023-01-25,2023-01-28,2023-07-31
またね,LAGHEADS,https://open.spotify.com/album/29hUw40qYCdiUKb5ry9Fjp,2023-01-25,2023-01-28,2023-07-31
生きる者,Ohashi Trio,https://open.spotify.com/album/26gXUOA2UGD1g0Bq3scVqi,2023-01-22,2023-01-28,2023-07-31
my girl my girl,なかにしりくトリオ。,https://open.spotify.com/album/764cmrnDlboIqPPqtSuC4s,2013,2023-01-29,2023-07-31
My Stupid Heart,Walk off the Earth,https://open.spotify.com/album/5csTYfCTB01hnZ3tT1yI39,2023-01-27,2023-02-01,2023-07-31
永遠に続く日々の階段を,HIRAIDAI,https://open.spotify.com/album/4oJIvNK2JtvlkO3mybZdiV,2023-01-22,2023-02-01,2023-07-31
Bench Seat,Chase Rice,https://open.spotify.com/album/0cWOT0ztkGUKJNb0M9nJfM,2023-01-27,2023-02-01,2023-07-31
Running For Cover,"['Black Caviar', 'Rion S', 'DOMENICO']",https://open.spotify.com/album/5zIAjLfyBTRf68LnNVVAHX,2023-01-27,2023-02-02,2023-07-31
Lay All Your Love On Me,ABBA,https://open.spotify.com/album/3ZdkT5buYFi1WQaB0XNNtf,1980,2023-02-05,2023-07-31
Something Big,Burt Bacharach,https://open.spotify.com/album/0f5mInd7Nsb74x5Cs0yuaQ,1973,2023-02-10,2023-07-31
I Say a Little Prayer,Aretha Franklin,https://open.spotify.com/album/55HZ2ectg1mMTEKDqIq3kC,1968-06-14,2023-02-10,2023-07-31
Believer,SYML,https://open.spotify.com/album/6012ywIYPi6nTdh3mu18ht,2023-02-03,2023-02-22,2023-07-31
Better Part of Me,SYML,https://open.spotify.com/album/6012ywIYPi6nTdh3mu18ht,2023-02-03,2023-02-22,2023-07-31
You and I,SYML,https://open.spotify.com/album/6012ywIYPi6nTdh3mu18ht,2023-02-03,2023-02-22,2023-07-31
rose - feat. Vaundy,"['Chilli Beans.', 'Vaundy']",https://open.spotify.com/album/4dF1UtRhD4zW3w0h6MXerB,2023-01-30,2023-02-22,2023-07-31
Last Night,Morgan Wallen,https://open.spotify.com/album/7fOmdhRrRohTzToL617xkk,2023-01-31,2023-02-22,2023-07-31
boy - feat. asmi & imase,KERENMI,https://open.spotify.com/album/3hAkBmRP4YFi2wappHJ4ps,2023-02-03,2023-02-22,2023-07-31
"Adam, Check Please",Owl City,https://open.spotify.com/album/399kIH3YZKs99bHb6NG5ER,2023-02-03,2023-02-22,2023-07-31
Delightful (The Sower Never Wastes A Tear) - Studio,Hillsong UNITED,https://open.spotify.com/album/1XU0q2pQTtM7x6OJ6uVQOr,2023-02-03,2023-02-22,2023-07-31
God Song - Studio,Hillsong UNITED,https://open.spotify.com/album/1XU0q2pQTtM7x6OJ6uVQOr,2023-02-03,2023-02-22,2023-07-31
On Repeat - Two Palms Sessions,Hillsong UNITED,https://open.spotify.com/album/1XU0q2pQTtM7x6OJ6uVQOr,2023-02-03,2023-02-22,2023-07-31
All Comes Back To You,Ali Gatie,https://open.spotify.com/album/7LIma3JhuhzLm30VHqvaNK,2023-02-10,2023-02-23,2023-07-31
PAANO?,Arthur Miguel,https://open.spotify.com/album/42nBCiHIRB3feRyB6SPoGM,2023-02-10,2023-02-23,2023-07-31
Bench Seat,Chase Rice,https://open.spotify.com/album/3Op5gWQhEgVB3x2H4OHDvV,2023-02-10,2023-02-23,2023-07-31
Life Part Of Livin',Chase Rice,https://open.spotify.com/album/3Op5gWQhEgVB3x2H4OHDvV,2023-02-10,2023-02-23,2023-07-31
I Walk Alone,Chase Rice,https://open.spotify.com/album/3Op5gWQhEgVB3x2H4OHDvV,2023-02-10,2023-02-23,2023-07-31
If I Were Rock & Roll,Chase Rice,https://open.spotify.com/album/3Op5gWQhEgVB3x2H4OHDvV,2023-02-10,2023-02-23,2023-07-31
生きる者,Ohashi Trio,https://open.spotify.com/album/5Nv9W616gFxR6b1m4mTnpc,2023-02-08,2023-02-23,2023-07-31
Nervous - Piano Version,John Legend,https://open.spotify.com/album/5WgC0rNbr8aC5vEqL9U8Zo,2023-02-08,2023-02-23,2023-07-31
Wonder Woman - Piano Version,John Legend,https://open.spotify.com/album/5WgC0rNbr8aC5vEqL9U8Zo,2023-02-08,2023-02-23,2023-07-31
XENA,"['Skrillex', 'Nai Barghouti']",https://open.spotify.com/album/6dIRD8FVDLGmA0AoxYEOeA,2023-02-02,2023-02-23,2023-07-31
Just Because,mrld,https://open.spotify.com/album/4KE1Eeu0tO0f2czX9pfaRc,2023-02-10,2023-02-23,2023-07-31
Classic Shit,Pandrezz,https://open.spotify.com/album/1hE5Ipq4ujuEiTYMqJ7JqV,2023-02-10,2023-02-23,2023-07-31
Nandito Pa,Feel Day,https://open.spotify.com/album/5oBn37lOIUajVfvW6X64B7,2019-01-25,2023-02-24,2023-07-31
Love You 'Til The End,Nicole Abuda,https://open.spotify.com/album/1HHCaAcpwAviWcyjHx9HLH,2023-02-10,2023-02-24,2023-07-31
Leave Me Like This,Skrillex,https://open.spotify.com/album/7tWP3OG5dWphctKg4NMACt,2023-02-17,2023-02-25,2023-07-31
STAGEFRIGHT,CODY JON,https://open.spotify.com/album/1uh3IWRijeFQAFMXwD1Lfn,2023-02-13,2023-02-27,2023-07-31
dirty dancing,CODY JON,https://open.spotify.com/album/1uh3IWRijeFQAFMXwD1Lfn,2023-02-13,2023-02-27,2023-07-31
When I Get There,P!nk,https://open.spotify.com/album/1GIWJs7mEdzKym3tQ8QScJ,2023-02-17,2023-02-27,2023-07-31
Just Say I'm Sorry,P!nk,https://open.spotify.com/album/1GIWJs7mEdzKym3tQ8QScJ,2023-02-17,2023-02-27,2023-07-31
Valentine - Live at The Symphony,"['Laufey', 'Iceland Symphony Orchestra']",https://open.spotify.com/album/7fdSE4B5ppCj5jL5iX99w3,2023-02-14,2023-02-27,2023-07-31
HINGA,Zack Tabudlo,https://open.spotify.com/album/7LVnO3GNEfzjixX3ApTY1E,2023-02-14,2023-02-28,2023-07-31
Friday Night,tonun,https://open.spotify.com/album/6dNszo04S4P26VRdTUGP0K,2023-02-15,2023-02-28,2023-07-31
Come Inside Of My Heart,IV Of Spades,https://open.spotify.com/album/1vhonIQNvNg0bKRMO9RxUE,2023-02-24,2023-03-01,2023-07-31
Ang Pag-Ibig Natin,Nicole Abuda,https://open.spotify.com/album/0andw1k6qNIN6eH0Sl23UF,2018-12-22,2023-03-01,2023-07-31
Di Na Akin,Amiel Sol,https://open.spotify.com/album/2hOhfMC06eOxCJBTGhCIq4,2022-10-28,2023-03-02,2023-07-31
imagine if,gnash,https://open.spotify.com/album/2UqlRqWxfYnlQFEgNoot7v,2019-01-11,2023-03-02,2023-07-31
Bottom,KAIRUI,https://open.spotify.com/album/6TSmuVbSn6zqD5gBFPNWvA,2022-04-16,2023-03-03,2023-07-31
Subtitle,OFFICIAL HIGE DANDISM,https://open.spotify.com/album/12sWDwrDnaBl0EagZU4sXV,2022-10-12,2023-03-03,2023-07-31
たぶん,YOASOBI,https://open.spotify.com/album/2882DYZkYy3UOYyWOvbnnl,2020-07-20,2023-03-03,2023-07-31
อยากให้รู้ว่ารักเธอ,รวมศิลปิน (ME เนื้อ ME หนัง),https://open.spotify.com/album/0P23ddI3eXXldYzwjZjr7U,2022-11-03,2023-03-03,2023-07-31
Missing You Now,Matt Wills,https://open.spotify.com/album/5LOWtovx8WLCYuvviQRB32,2022-12-23,2023-03-03,2023-07-31
Murder In My Mind,Kordhell,https://open.spotify.com/album/68GI09qAs2XLJmA3hj5K7y,2022-01-21,2023-03-03,2023-07-31
No Reason,Sum 41,https://open.spotify.com/album/1aG8QbhABVtVxNlAkk8VBW,2004-10-12,2023-03-03,2023-07-31
Let You Break My Heart Again,"['Laufey', 'Philharmonia Orchestra']",https://open.spotify.com/album/2YkyuQGoMV2FlG7mFprnRf,2021-08-13,2023-03-03,2023-07-31
1001 Arabian Nights,Chipz,https://open.spotify.com/album/3fuyXU6qRuSyC8yK3cMu83,2005-03-18,2023-03-03,2023-07-31
JAPANESE WHISKEY,Ruel,https://open.spotify.com/album/17FxTkMIOb6nzuewcCmTJc,2023-03-03,2023-03-04,2023-07-31
SITTING IN TRAFFIC,Ruel,https://open.spotify.com/album/17FxTkMIOb6nzuewcCmTJc,2023-03-03,2023-03-04,2023-07-31
GROWING UP IS _____,Ruel,https://open.spotify.com/album/17FxTkMIOb6nzuewcCmTJc,2023-03-03,2023-03-04,2023-07-31
LIE,Ruel,https://open.spotify.com/album/17FxTkMIOb6nzuewcCmTJc,2023-03-03,2023-03-04,2023-07-31
SOMEONE ELSE'S PROBLEM,Ruel,https://open.spotify.com/album/17FxTkMIOb6nzuewcCmTJc,2023-03-03,2023-03-04,2023-07-31
CHANT (feat. Tones And I),Macklemore,https://open.spotify.com/album/6K5RX7xasf8WdeQjapsThS,2023-03-03,2023-03-04,2023-07-31
Believer,SYML,https://open.spotify.com/album/5eqhyhRvWVxHr5tZudNJ8W,2023-03-10,2023-03-12,2023-07-31
People (slowed + reverb) - Remix,Xanemusic,https://open.spotify.com/album/6BVJ9G4mxFyUWqGio0xDVK,2023-03-06,2023-03-12,2023-07-31
Plano,TJ Monterde,https://open.spotify.com/album/6awQ41BbDiR8kqhNDxUohu,2023-03-09,2023-03-12,2023-07-31
Akin Ka Na Lang,JM De Guzman,https://open.spotify.com/album/5C2snLeV3MVpEcKhBpxIur,2012-02-01,2023-03-12,2023-07-31
Under the Tree,SiM,https://open.spotify.com/album/7wQyvP7maIKn0uTGr66eI3,2023-03-04,2023-03-14,2023-07-31
Man Made A Bar (feat. Eric Church),Morgan Wallen,https://open.spotify.com/album/6i7mF7whyRJuLJ4ogbH2wh,2023-03-03,2023-03-14,2023-07-31
’98 Braves,Morgan Wallen,https://open.spotify.com/album/6i7mF7whyRJuLJ4ogbH2wh,2023-03-03,2023-03-14,2023-07-31
Tennessee Numbers,Morgan Wallen,https://open.spotify.com/album/6i7mF7whyRJuLJ4ogbH2wh,2023-03-03,2023-03-14,2023-07-31
In The Bible (feat. HARDY),Morgan Wallen,https://open.spotify.com/album/6i7mF7whyRJuLJ4ogbH2wh,2023-03-03,2023-03-14,2023-07-31
Thought You Should Know,Morgan Wallen,https://open.spotify.com/album/6i7mF7whyRJuLJ4ogbH2wh,2023-03-03,2023-03-14,2023-07-31
Money On Me,Morgan Wallen,https://open.spotify.com/album/6i7mF7whyRJuLJ4ogbH2wh,2023-03-03,2023-03-14,2023-07-31
春に僕はなくなる,Yuki Akira,https://open.spotify.com/album/2SFq07dVg2PicJjD4X7M6l,2023-03-08,2023-03-14,2023-07-31
Take That ! feat. TENDRE,Tomita Lab.,https://open.spotify.com/album/3Krjqn3TYEyvQ4JC0TF7xX,2023-03-08,2023-03-14,2023-07-31
忘れさせて,YAJICO GIRL,https://open.spotify.com/album/2bEq5HpMoGQRikWSVJEacq,2023-03-08,2023-03-15,2023-07-31
前夜,4na,https://open.spotify.com/album/7FRSMhZwqwmU1kmmqyljCW,2023-03-08,2023-03-15,2023-07-31
灯り,眞名子 新,https://open.spotify.com/album/5FOzwzqAslUU7oX5HitDW7,2023-03-08,2023-03-15,2023-07-31
ざわめき,上野大樹,https://open.spotify.com/album/04yYcFvIm5JRprtbtkunTH,2023-04-05,2023-03-15,2023-07-31
Eyes,No Buses,https://open.spotify.com/album/2VSREGDOr59t7uOXZ8B7s7,2023-03-04,2023-03-15,2023-07-31
Memories,idom,https://open.spotify.com/album/5lCAfl4vZl0hmZbaLHhRlM,2023-03-10,2023-03-15,2023-07-31
Nothing's Free,Angel Olsen,https://open.spotify.com/album/5pltEj0ae0InqT2P908pOJ,2023-03-07,2023-03-15,2023-07-31
dishes,dee holt,https://open.spotify.com/album/3Sk4lToMRHoSjjzorQBAQX,2023-03-10,2023-03-15,2023-07-31
Speed,Parker McCollum,https://open.spotify.com/album/2hdi5HXVz9vF7b7gUXJ3E4,2023-03-10,2023-03-15,2023-07-31
Sally,Gigi Perez,https://open.spotify.com/album/4fRbVJ1B6nbRrPdKLg3aYo,2023-03-10,2023-03-15,2023-07-31
New Bottega,"['Torren Foot', 'Azealia Banks']",https://open.spotify.com/album/6dlPgHkvVUMkTBsovGFAxH,2023-03-10,2023-03-15,2023-07-31
Nikes,"['Joel Corry', 'Ron Carroll']",https://open.spotify.com/album/5UHMgAgtfB9zgRdkOgq4MK,2023-03-10,2023-03-15,2023-07-31
Have You A Heart,The War and Treaty,https://open.spotify.com/album/7AA6zNhoKZIJE2xJSDwd4W,2023-03-10,2023-03-15,2023-07-31
Call U After Rehab,Devon Cole,https://open.spotify.com/album/0M6TR9ql8OlGDpZQDNMyJq,2023-03-10,2023-03-15,2023-07-31
Pyjamas (feat. Remi Wolf),"['Benny Sings', 'Remi Wolf']",https://open.spotify.com/album/0AmJGPvtL6Kj0MBp7gh8BK,2023-03-09,2023-03-15,2023-07-31
Lucky,Megan Moroney,https://open.spotify.com/album/1ZaHS1vWuq7mf7eniVTiFC,2023-03-10,2023-03-15,2023-07-31
Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']",https://open.spotify.com/album/2b2GHWESCWEuHiCZ2Skedp,2022-08-25,2023-03-17,2023-07-31
Flowers,Miley Cyrus,https://open.spotify.com/album/7I0tjwFtxUwBC1vgyeMAax,2023-01-13,2023-03-17,2023-07-31
To Be Yours,"['ODESZA', 'Claud']",https://open.spotify.com/album/2WWkAkh5eMxUELEyHKPFGf,2023-03-15,2023-03-19,2023-07-31
The Last Goodbye,"['ODESZA', 'Claud']",https://open.spotify.com/album/2WWkAkh5eMxUELEyHKPFGf,2023-03-15,2023-03-19,2023-07-31
Damag,SunKissed Lola,https://open.spotify.com/album/0I2s97FIlAO4sUYV7EjyQh,2023-03-17,2023-03-19,2023-07-31
One Life,"['Kota the Friend', 'Statik Selektah']",https://open.spotify.com/album/3ZmgIf9xdBHuCds9qD5ab8,2023-03-14,2023-03-19,2023-07-31
Forget Me,Lewis Capaldi,https://open.spotify.com/album/5Kys3ZEzHMqSbpKnyfSkqj,2023-03-17,2023-03-19,2023-07-31
Pointless,Lewis Capaldi,https://open.spotify.com/album/5Kys3ZEzHMqSbpKnyfSkqj,2023-03-17,2023-03-19,2023-07-31
On My Own Again,Morgan Evans,https://open.spotify.com/album/7Dey6LRAnUbORRWyu8D7Va,2023-03-17,2023-03-19,2023-07-31
Mahika,TJ Monterde,https://open.spotify.com/album/65PZ3P2MKJuSAVCMM9WWkA,2014-06-16,2023-03-19,2023-07-31
I'm Not Here To Make Friends,Sam Smith,https://open.spotify.com/album/3Uq1jNGnD412ZvCb6j2DKV,2023-01-27,2023-03-19,2023-07-31
All Things End,Hozier,https://open.spotify.com/album/5mS9VJU9Lv7YfQtu6bqKmt,2023-03-17,2023-03-19,2023-07-31
Warm Beam,Pandrezz,https://open.spotify.com/album/33iGDEx39ujLBBbodUfXZF,2023-03-24,2023-03-24,2023-07-31
Young Dumb & Broke,Khel Pangilinan,https://open.spotify.com/album/4e8imJSgumUupoi9rHbWTy,2018-04-02,2023-03-24,2023-07-31
蜘蛛ノ糸,Penthouse,https://open.spotify.com/album/16tan8xq0o7dokV7apPeJ0,2023-03-29,2023-03-24,2023-07-31
Live in This Way,Penthouse,https://open.spotify.com/album/16tan8xq0o7dokV7apPeJ0,2023-03-29,2023-03-24,2023-07-31
Slow & Easy!,Penthouse,https://open.spotify.com/album/16tan8xq0o7dokV7apPeJ0,2023-03-29,2023-03-24,2023-07-31
閃光花,Penthouse,https://open.spotify.com/album/16tan8xq0o7dokV7apPeJ0,2023-03-29,2023-03-24,2023-07-31
LADY,Kenshi Yonezu,https://open.spotify.com/album/3VuokauXicAVtmjIhMCXeW,2023-03-21,2023-03-24,2023-07-31
スイセンと酸性雨,とうめいのくに,https://open.spotify.com/album/2i0RFD6bgughET24NBc953,2022-07-20,2023-03-24,2023-07-31
Interlude,"['Aly Remulla', 'Pappel', ""EMN'98""]",https://open.spotify.com/album/5VfvaBFu0L6egZYOdmiTNB,2022-01-23,2023-03-24,2023-07-31
WE ARE,eill,https://open.spotify.com/album/7GV1xZuvSu7f3Xqfecgi3a,2023-03-15,2023-03-25,2023-07-31
そんなbitterな話,Vaundy,https://open.spotify.com/album/0ssYbSrcAHMWk2EijQAKTP,2023-03-13,2023-03-25,2023-07-31
Overgrown,Blue Wednesday,https://open.spotify.com/album/2nKtq2OE8jM8xmiAsgw44k,2023-03-14,2023-03-25,2023-07-31
A Thousand Years,James Arthur,https://open.spotify.com/album/1aSwuLpPBoke8WDwv4NDgi,2023-03-24,2023-03-26,2023-07-31
Growin' Up and Gettin' Old,Luke Combs,https://open.spotify.com/album/5Uly85dJHHDfHQCsyUQ8gw,2023-03-24,2023-03-26,2023-07-31
Love You Anyway,Luke Combs,https://open.spotify.com/album/5Uly85dJHHDfHQCsyUQ8gw,2023-03-24,2023-03-26,2023-07-31
5 Leaf Clover,Luke Combs,https://open.spotify.com/album/5Uly85dJHHDfHQCsyUQ8gw,2023-03-24,2023-03-26,2023-07-31
More Than Friends (feat. Lainey Wilson),Lukas Nelson and Promise of the Real,https://open.spotify.com/album/0aJOXNP0MBlCLrhJF61Igw,2023-03-22,2023-03-26,2023-07-31
Teddy,Lepani,https://open.spotify.com/album/3Vz7WEOqXxdLkjPHuQEVwc,2023-03-10,2023-03-27,2023-07-31
Cupid,FIFTY FIFTY,https://open.spotify.com/album/1ZXXEGGhHYgOEzYUjP6bPR,2023-02-24,2023-03-30,2023-07-31
愛の二段階右折,Guiba,https://open.spotify.com/album/3AYlpm999fttRquPhhg18W,2023-03-24,2023-03-30,2023-07-31
恋に首輪 feat. キタニタツヤ,平畑徹也,https://open.spotify.com/album/3vo9fVrQEvqXRxVJVb6aFE,2023-03-22,2023-03-30,2023-07-31
ラブレター,中島雄士,https://open.spotify.com/album/1NuQdox8SHt5RwgsojvXGF,2023-03-22,2023-03-30,2023-07-31
live in love.,Rin音,https://open.spotify.com/album/4Lzawh7NxqBIvZ2iH6il6X,2023-03-20,2023-03-30,2023-07-31
Maine Pi Rakhi Hai,Pritam,https://open.spotify.com/album/1t1gWslYejaaqicumEbdKU,2023-03-16,2023-03-30,2023-07-31
American Gothic (feat. Hailey Whitters),Stephen Wilson Jr.,https://open.spotify.com/album/782C6iLDAvYgAjJfd6YmSA,2023-03-24,2023-03-30,2023-07-31
Be Yourself,Wilder Woods,https://open.spotify.com/album/4zpGSBstdibPEMzdRH1iip,2023-03-24,2023-03-30,2023-07-31
Ilang Beses Kita Mamahalin?,December Avenue,https://open.spotify.com/album/24FZctsGC4ad2qwrmiVIZ5,2023-03-31,2023-03-31,2023-07-31
Tabi Gabi Gabi,Jarlo Bâse,https://open.spotify.com/album/2MkPKOjjPTAhCzG6UESpOq,2023-03-30,2023-03-31,2023-07-31
Fast Car,Luke Combs,https://open.spotify.com/album/5Uly85dJHHDfHQCsyUQ8gw,2023-03-24,2023-04-01,2023-07-31
Yesterday's Burn,The War and Treaty,https://open.spotify.com/album/7AA6zNhoKZIJE2xJSDwd4W,2023-03-10,2023-04-01,2023-07-31
WONDER,heybrowne,https://open.spotify.com/album/4iidtYNNbe3cTLwETUpTmq,2023-03-22,2023-04-01,2023-07-31
Totoo,NOBITA,https://open.spotify.com/album/2SFpC0THkAAXhdsPCGciIv,2022-04-07,2023-04-02,2023-07-31
Hakbang,I Belong to the Zoo,https://open.spotify.com/album/0vIp2aQhhG7A7q2cq1vjU6,2023-02-10,2023-04-02,2023-07-31
フライデー・ナイト,natori,https://open.spotify.com/album/6gSQqLEZ8GyWUOytxHUpJQ,2023-03-31,2023-04-02,2023-07-31
That’s Not How This Works (feat. Dan + Shay),"['Charlie Puth', 'Dan + Shay']",https://open.spotify.com/album/67IEDkeGYxOvS2RvcarzrT,2023-03-31,2023-04-02,2023-07-31
大人になっても - Leaks From His Laptop,Tatsuya Kitani,https://open.spotify.com/album/6RU3v4FWFyEzgUKDb8oM3d,2021-12-01,2023-04-03,2023-07-31
Eighth Avenue,Blue Wednesday,https://open.spotify.com/album/5dBciJsRo0RSEPcBLH80gS,2023-03-31,2023-04-03,2023-07-31
I Feel Like Dancing,Jason Mraz,https://open.spotify.com/album/7wC1PfvmudTT9ZzEih6bZ7,2023-03-29,2023-04-03,2023-07-31
My Muse,Owl City,https://open.spotify.com/album/6ZKh1FlIKBeDJYVSuvF2LM,2023-03-24,2023-04-03,2023-07-31
Mississippi,Caitlyn Smith,https://open.spotify.com/album/2ZYYocRhZtuJB2DmRplEIN,2023-03-31,2023-04-03,2023-07-31
Give A Little Kindness,Lloyiso,https://open.spotify.com/album/7K4KWIiH8u4q319jECEwAZ,2023-03-31,2023-04-03,2023-07-31
Dive,Olivia Dean,https://open.spotify.com/album/3R7QQAIWQNYV5I2GViJqee,2023-03-28,2023-04-03,2023-07-31
Bodybag,Charlotte Lawrence,https://open.spotify.com/album/2es7bY8oRAtSLFTdbr7A2l,2023-03-31,2023-04-03,2023-07-31
Red Flags,Josh Ross,https://open.spotify.com/album/1xGyeyfEO4oEler6lHxF56,2023-03-31,2023-04-03,2023-07-31
Full Circle,Billianne,https://open.spotify.com/album/5ajWwglxlTJUUjIXhDg2y8,2023-03-30,2023-04-03,2023-07-31
Cool About It,boygenius,https://open.spotify.com/album/0e9GjrztzBw8oMC6n2CDeI,2023-03-31,2023-04-04,2023-07-31
FANCITY,"['Aile The Shota', 'Soulflex']",https://open.spotify.com/album/0N8RNhddtJnfB6ZxMfnCoj,2023-03-14,2023-04-05,2023-07-31
春と修羅,whaledontsleep,https://open.spotify.com/album/0WDdPXS7zQ5lfRvyMJnhmX,2023-03-15,2023-04-05,2023-07-31
Rain,Ryuichi Sakamoto,https://open.spotify.com/album/2GVHciB5rx3gCQgIqHdJ4G,1996,2023-04-05,2023-07-31
美貌の青空,Ryuichi Sakamoto,https://open.spotify.com/album/2GVHciB5rx3gCQgIqHdJ4G,1996,2023-04-05,2023-07-31
The Last Emperor,Ryuichi Sakamoto,https://open.spotify.com/album/2GVHciB5rx3gCQgIqHdJ4G,1996,2023-04-05,2023-07-31
High Heels (Main Theme),Ryuichi Sakamoto,https://open.spotify.com/album/2GVHciB5rx3gCQgIqHdJ4G,1996,2023-04-05,2023-07-31
Baby So in Love,Cantaro Ihara,https://open.spotify.com/album/0JnANJ963m0PwSBXY0C1zO,2023-03-31,2023-04-05,2023-07-31
眠れない夜に,Sano ibuki,https://open.spotify.com/album/5ra5TqcJsRzIgoGvtcAMvw,2023-03-29,2023-04-05,2023-07-31
Go back,iri,https://open.spotify.com/album/5XjQlyBNjNJnnpqG62tgeb,2023-02-22,2023-04-06,2023-07-31
Day by day,Hiromi,https://open.spotify.com/album/4GhDb60eJfeVCHJQdHWooc,2023-02-17,2023-04-06,2023-07-31
Talk to Me,Peter Manos,https://open.spotify.com/album/1glhki2A8QNVWONJVjPvjX,2023-03-17,2023-04-06,2023-07-31
I Can't Take You Anywhere,Seaforth,https://open.spotify.com/album/2p63vg635NT4kQN3amdxRR,2023-03-17,2023-04-06,2023-07-31
if father time had a daughter,Walker Hayes,https://open.spotify.com/album/4kf6OiSKhk7ZIRRnkP4AGA,2023-03-17,2023-04-06,2023-07-31
Oh Ohio,Luke Grimes,https://open.spotify.com/album/7hXB5KdtSNNwns8lMyjkY5,2023-03-17,2023-04-06,2023-07-31
Blue Dress,Aly & AJ,https://open.spotify.com/album/3oFIKpX63uWlFve7BaVK1r,2023-03-15,2023-04-06,2023-07-31
Religiously,Bailey Zimmerman,https://open.spotify.com/album/5M1xyJCeOsknHsg8k3yOxI,2023-03-17,2023-04-07,2023-07-31
5 Leaf Clover,Luke Combs,https://open.spotify.com/album/6Aa81tDuPFATzb61ZQNTmM,2023-03-17,2023-04-07,2023-07-31
Outskirts,Sam Hunt,https://open.spotify.com/album/6neohHPB8tUq8yVM7sacBh,2023-03-10,2023-04-07,2023-07-31
Standing Room Only,Tim McGraw,https://open.spotify.com/album/3Rg5omHq5NUUpRQq6Bsuuw,2023-03-10,2023-04-07,2023-07-31
Believer - Piano Version,SYML,https://open.spotify.com/album/5eqhyhRvWVxHr5tZudNJ8W,2023-03-10,2023-04-07,2023-07-31
Up Yonder,The War and Treaty,https://open.spotify.com/album/7AA6zNhoKZIJE2xJSDwd4W,2023-03-10,2023-04-07,2023-07-31
The Idea,Stacey Ryan,https://open.spotify.com/album/52FQWWrNHNXIU3JlCzt3fX,2023-04-07,2023-04-08,2023-07-31
Older ft Jimmie Allen & Dixie D'Amelio,"['Steve Aoki', 'Jimmie Allen', 'Dixie']",https://open.spotify.com/album/0ulArbgB8WgKtxbuBtKDYO,2023-04-07,2023-04-08,2023-07-31
Million Dollar Baby,Ava Max,https://open.spotify.com/album/4fCW1XNPfBY6rgL1scsfGC,2022-09-01,2023-04-10,2023-07-31
Baby I love you so,Shota Shimizu,https://open.spotify.com/album/16kwSHBXn4IfnEhuUXI4rb,2022-09-14,2023-04-10,2023-07-31
Abby,Kurt Fick,https://open.spotify.com/album/7sfZ13Z96bbtkQ1NcxzS9F,2020-05-08,2023-04-10,2023-07-31
Pasko Sa Ulan,Kurt Fick,https://open.spotify.com/album/5Gxmc7lxeEeCaHgFmpnkzf,2017-12-25,2023-04-10,2023-07-31
Hanggang Ngayon,"['Ogie Alcasid', 'Regine Velasquez']",https://open.spotify.com/album/3v0rSWCb9REk6oV2tUSkZF,2002-03-13,2023-04-10,2023-07-31
Kung Mawawala Ka,Ogie Alcasid,https://open.spotify.com/album/33MA7Sok4MG3mAzlAixdrT,2007,2023-04-10,2023-07-31
Bayaning Tunay,Various Artists,https://open.spotify.com/album/5nGkResgXdZYD9a8CJOoPB,2021-12-17,2023-04-10,2023-07-31
How Am I Supposed to Live Without You,Michael Bolton,https://open.spotify.com/album/5g9LXOhTPW9Iow6GZPRg2D,1989-06-27,2023-04-10,2023-07-31
When a Man Loves a Woman,Michael Bolton,https://open.spotify.com/album/3tu5RTLzk7J2Oe30hspuPm,1991-04-23,2023-04-10,2023-07-31
Go the Distance,Michael Bolton,https://open.spotify.com/album/7IkFQ66wAlgoNTAKUyRXcw,1997-11-04,2023-04-10,2023-07-31
The Way Things Were,edbl,https://open.spotify.com/album/1P99TDQWwQxEc2RvRZIL97,2021-10-20,2023-04-10,2023-07-31
Ready When You Are,"['Mathilda Homer', 'Isaac Waddington']",https://open.spotify.com/album/47sSqdqjxUwfqhfW6nNpdI,2018-11-01,2023-04-10,2023-07-31
Other Way,Isaac Waddington,https://open.spotify.com/album/1XXQQrJo7dhTAc1I9btCWC,2020-07-03,2023-04-10,2023-07-31
Let Me Into Your Heart,Isaac Waddington,https://open.spotify.com/album/0uVffzwyBDvOYbh8IrVVEc,2019-04-12,2023-04-10,2023-07-31
All The Time,Bahamas,https://open.spotify.com/album/2UqlVTULRPG2qm8Bico9CK,2014-08-19,2023-04-10,2023-07-31
IT'S YOU (feat. keshi),"['MAX', 'keshi']",https://open.spotify.com/album/1LtaBRxkVaAnoTSQQsWjJF,2022-09-09,2023-04-10,2023-07-31
2 soon,keshi,https://open.spotify.com/album/5TfGMgtbj2pU60Hk7DT5Yb,2018-08-21,2023-04-10,2023-07-31
