name,artist,playlist_name,track_url,playlist_url,release_date,added_at,created_at,like
Daylight,Harry Styles,トップ50 - イギリス,https://open.spotify.com/track/51Zw1cKDgkad0CXv23HCMU,https://open.spotify.com/playlist/37i9dQZEVXbLnolsZ8PSNw,2022-05-20,2022-07-04T12:17:22Z,2022/07/05,False
Another Love,Tom Odell,トップ50 - イギリス,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ,https://open.spotify.com/playlist/37i9dQZEVXbLnolsZ8PSNw,2013-06-17,2022-07-04T12:17:22Z,2022/07/05,False
she's all i wanna be,Tate McRae,トップ50 - イギリス,https://open.spotify.com/track/7l9IqDtVWJurTvkQHq1BGh,https://open.spotify.com/playlist/37i9dQZEVXbLnolsZ8PSNw,2022-05-27,2022-07-04T12:17:22Z,2022/07/05,False
505,Arctic Monkeys,トップ50 - イギリス,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS,https://open.spotify.com/playlist/37i9dQZEVXbLnolsZ8PSNw,2007-04-24,2022-07-04T12:17:22Z,2022/07/05,False
Happier Than Ever,Billie Eilish,トップ50 - イギリス,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8,https://open.spotify.com/playlist/37i9dQZEVXbLnolsZ8PSNw,2021-07-30,2022-07-04T12:17:22Z,2022/07/05,False
Everybody Wants To Rule The World,Tears For Fears,トップ50 - イギリス,https://open.spotify.com/track/4RvWPyQ5RL0ao9LPZeSouE,https://open.spotify.com/playlist/37i9dQZEVXbLnolsZ8PSNw,1985-02-25,2022-07-04T12:17:22Z,2022/07/05,False
Beyond Love (Feat. 10CM),BIG Naughty,トップ50 - 韓国,https://open.spotify.com/track/0HsRZwZzHoZ5AM5W2ZYI5c,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-04-20,2022-07-04T12:17:37Z,2022/07/05,False
TOMBOY,(G)I-DLE,トップ50 - 韓国,https://open.spotify.com/track/0IGUXY4JbK18bu9oD4mPIm,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-03-14,2022-07-04T12:17:37Z,2022/07/05,False
If We Ever Meet Again,Lim Young Woong,トップ50 - 韓国,https://open.spotify.com/track/2RLdkXSaiQjRbey5pvP8Kt,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-05-02,2022-07-04T12:17:37Z,2022/07/05,False
Life's Too Short (English Version),aespa,トップ50 - 韓国,https://open.spotify.com/track/2mgzUVvDpb1zMSB4glLQ6T,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-06-24,2022-07-04T12:17:37Z,2022/07/05,False
With you,Jimin,トップ50 - 韓国,https://open.spotify.com/track/2gzhQaCTeNgxpeB2TPllyY,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-04-24,2022-07-04T12:17:37Z,2022/07/05,False
Rainbow,Lim Young Woong,トップ50 - 韓国,https://open.spotify.com/track/50xSycnGMDy0Wg5jJcOv3S,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-05-02,2022-07-04T12:17:37Z,2022/07/05,False
That That (prod. & feat. SUGA of BTS),PSY,トップ50 - 韓国,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-04-29,2022-07-04T12:17:37Z,2022/07/05,False
"Our Blues, Our Life",Lim Young Woong,トップ50 - 韓国,https://open.spotify.com/track/2jidjmWNeRmKgLjXhW52Gz,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-05-02,2022-07-04T12:17:37Z,2022/07/05,False
Dear my X,KyoungSeo,トップ50 - 韓国,https://open.spotify.com/track/0UnOf7i44YK0ULpkEGHe4R,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-04-24,2022-07-04T12:17:37Z,2022/07/05,False
That's Hilarious,Charlie Puth,トップ50 - 韓国,https://open.spotify.com/track/1jIMjbzcGCcCQn5iMu9CUc,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-04-08,2022-07-04T12:17:37Z,2022/07/05,False
I Love You,Lim Young Woong,トップ50 - 韓国,https://open.spotify.com/track/2lsRp40mCRkhqULWdMbOzn,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-05-02,2022-07-04T12:17:37Z,2022/07/05,False
LOVE me,BE'O,トップ50 - 韓国,https://open.spotify.com/track/3oiMjDZ1bShIpFfOQf55IW,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-04-12,2022-07-04T12:17:37Z,2022/07/05,False
ELEVEN,IVE,トップ50 - 韓国,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2021-12-01,2022-07-04T12:17:37Z,2022/07/05,False
"Love, Maybe",MeloMance,トップ50 - 韓国,https://open.spotify.com/track/2X45nVBeYzmDlrXji9Av0Q,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-02-18,2022-07-04T12:17:37Z,2022/07/05,False
Filter,BTS,トップ50 - 韓国,https://open.spotify.com/track/4bZZVcgWWMWPBwzTTp642w,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2020-02-21,2022-07-04T12:17:37Z,2022/07/05,False
Feel My Rhythm,Red Velvet,トップ50 - 韓国,https://open.spotify.com/track/2oBMZYteeO8DyXV9gDx6Za,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-03-21,2022-07-04T12:17:37Z,2022/07/05,False
Still Life,BIGBANG,トップ50 - 韓国,https://open.spotify.com/track/3TSLqZssCoCdDlMhCJ08XW,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-04-05,2022-07-04T12:17:37Z,2022/07/05,False
HOT,SEVENTEEN,トップ50 - 韓国,https://open.spotify.com/track/6I2tqFhk8tq69iursYxuxd,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-05-27,2022-07-04T12:17:37Z,2022/07/05,False
A bientot,Lim Young Woong,トップ50 - 韓国,https://open.spotify.com/track/4Cr43xPo7bwyCcL1g3yVCu,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-05-02,2022-07-04T12:17:37Z,2022/07/05,False
Stay This Way,fromis_9,トップ50 - 韓国,https://open.spotify.com/track/3pqgVtpnQbBAZoWT4AEm1B,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-06-27,2022-07-04T12:17:37Z,2022/07/05,False
Love Always Run Away,Lim Young Woong,トップ50 - 韓国,https://open.spotify.com/track/4rMEoXVYww6Xy7q9wSj4gy,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2021-10-11,2022-07-04T12:17:37Z,2022/07/05,False
Love Letter,Lim Young Woong,トップ50 - 韓国,https://open.spotify.com/track/0yfQBmmOIVqiwhV5u10EhN,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-05-02,2022-07-04T12:17:37Z,2022/07/05,False
"Romance Symphony (Feat. CHANGMO, Jay Park)",BIG Naughty,トップ50 - 韓国,https://open.spotify.com/track/3bUD1FmJClHcD0U7rIN0TR,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-06-09,2022-07-04T12:17:37Z,2022/07/05,False
Father,Lim Young Woong,トップ50 - 韓国,https://open.spotify.com/track/365znJ27Fb3faGsctmQYWR,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-05-02,2022-07-04T12:17:37Z,2022/07/05,False
Illusion,aespa,トップ50 - 韓国,https://open.spotify.com/track/5uFqjHOo3Sh0bVPCKf3DdH,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-06-01,2022-07-04T12:17:37Z,2022/07/05,False
Lovely Touch,Lim Young Woong,トップ50 - 韓国,https://open.spotify.com/track/7x3SGAkfIrzDr9paSslwMv,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-05-02,2022-07-04T12:17:37Z,2022/07/05,False
For Youth,BTS,トップ50 - 韓国,https://open.spotify.com/track/4JzCFEc3O2UEdjKzevvFH5,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-06-10,2022-07-04T12:17:37Z,2022/07/05,False
Euphoria,BTS,トップ50 - 韓国,https://open.spotify.com/track/5YMXGBD6vcYP7IolemyLtK,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2018-08-24,2022-07-04T12:17:37Z,2022/07/05,False
Beatbox,NCT DREAM,トップ50 - 韓国,https://open.spotify.com/track/0CatzXH85XWyBqqdB6qPMB,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-05-30,2022-07-04T12:17:37Z,2022/07/05,False
Vancouver,BIG Naughty,トップ50 - 韓国,https://open.spotify.com/track/4p4yxplNCSmt9xfaAMpcd5,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-05-04,2022-07-04T12:17:37Z,2022/07/05,False
INVU,TAEYEON,トップ50 - 韓国,https://open.spotify.com/track/7rXcCpIAoOUCydkVDMcoPV,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-02-14,2022-07-04T12:17:37Z,2022/07/05,False
Stay Alive (Prod. SUGA of BTS),Jung Kook,トップ50 - 韓国,https://open.spotify.com/track/7CAdT0HdiQNlt1C7xk2hep,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-02-11,2022-07-04T12:17:37Z,2022/07/05,False
SMILEY(Feat. BIBI),YENA,トップ50 - 韓国,https://open.spotify.com/track/4zCIxSnVWpGNghERX4uWZF,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-01-17,2022-07-04T12:17:37Z,2022/07/05,False
Tigini (Remix),Rvfv,トップ50 - スペイン,https://open.spotify.com/track/6stWVqWxtPPednHy1mzoOz,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-05-20,2022-07-04T12:17:33Z,2022/07/05,False
La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi,トップ50 - スペイン,https://open.spotify.com/track/6DoL1yYIwEW7VZMRaJhoJI,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-05-20,2022-07-04T12:17:33Z,2022/07/05,False
La Bachata,Manuel Turizo,トップ50 - スペイン,https://open.spotify.com/track/5ww2BF9slyYgNOk37BlC4u,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-05-26,2022-07-04T12:17:33Z,2022/07/05,False
"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,トップ50 - スペイン,https://open.spotify.com/track/4hceSKjrkDTO0nMKFcb3sj,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-06-08,2022-07-04T12:17:33Z,2022/07/05,False
ULTRA SOLO,Polimá Westcoast,トップ50 - スペイン,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-02-14,2022-07-04T12:17:33Z,2022/07/05,False
Tacones Rojos,Sebastian Yatra,トップ50 - スペイン,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-01-28,2022-07-04T12:17:33Z,2022/07/05,False
La Llama del Amor,Omar Montes,トップ50 - スペイン,https://open.spotify.com/track/4aYd4OvURiE7jrnkdbwk0t,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-06-23,2022-07-04T12:17:33Z,2022/07/05,False
mariposas,sangiovanni,トップ50 - スペイン,https://open.spotify.com/track/5R2hNuiiwnKVAUNktF9j2Y,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-06-02,2022-07-04T12:17:33Z,2022/07/05,False
Mi Luz (ft. Rels B),Rvfv,トップ50 - スペイン,https://open.spotify.com/track/0TkIQ2I48rz4kpk1XpfyHq,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-01-28,2022-07-04T12:17:33Z,2022/07/05,False
Nos Comemos (feat. Ozuna),Tiago PZK,トップ50 - スペイン,https://open.spotify.com/track/6ojZtz3sZr6ynvejLOqgCj,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-06-02,2022-07-04T12:17:33Z,2022/07/05,False
MEMORIAS,Mora,トップ50 - スペイン,https://open.spotify.com/track/2hLXUbsOU9cDb9RFva9FYr,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-04-01,2022-07-04T12:17:33Z,2022/07/05,False
"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",La Pantera,トップ50 - スペイン,https://open.spotify.com/track/0Bv7O6fmZk3GrNQFYJaXPn,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-01-14,2022-07-04T12:17:33Z,2022/07/05,False
"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,トップ50 - スペイン,https://open.spotify.com/track/2Gq636OOGgxCTqEuzCZhsa,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2021-12-29,2022-07-04T12:17:33Z,2022/07/05,False
Mami,Rvfv,トップ50 - スペイン,https://open.spotify.com/track/4FjkjrvfbB3C4eUqWlw3vB,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-01-28,2022-07-04T12:17:33Z,2022/07/05,False
Mon Amour - Remix,zzoilo,トップ50 - スペイン,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2021-08-18,2022-07-04T12:17:33Z,2022/07/05,False
Antes de Perderte,Duki,トップ50 - スペイン,https://open.spotify.com/track/49ev1nUTrNxbjm04jaoL5Z,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-06-23,2022-07-04T12:17:33Z,2022/07/05,False
Pantysito,Alejo,トップ50 - スペイン,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-03-18,2022-07-04T12:17:33Z,2022/07/05,False
Sigue,Beny Jr,トップ50 - スペイン,https://open.spotify.com/track/63ZedTAVRCICh2CNLWnsPZ,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-04-01,2022-07-04T12:17:33Z,2022/07/05,False
La Prendo,Bad Gyal,トップ50 - スペイン,https://open.spotify.com/track/6t48UVZvQWh5wWfWlCZfzY,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-05-26,2022-07-04T12:17:33Z,2022/07/05,False
Formentera,Aitana,トップ50 - スペイン,https://open.spotify.com/track/3nfICwo20uiFdEGzgNUSrG,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2021-12-02,2022-07-04T12:17:33Z,2022/07/05,False
Piel de Cordero,Quevedo,トップ50 - スペイン,https://open.spotify.com/track/04d4GpLedinwpfctvgOIhY,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2021-08-07,2022-07-04T12:17:33Z,2022/07/05,False
SloMo,Chanel,トップ50 - スペイン,https://open.spotify.com/track/3XREkzDHsWdBL5tybyCDBH,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2021-12-24,2022-07-04T12:17:33Z,2022/07/05,False
Coronamos,JC Reyes,トップ50 - スペイン,https://open.spotify.com/track/0hhbgieI17DtGcjGRrtDDp,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-03-03,2022-07-04T12:17:33Z,2022/07/05,False
She Don't Give a Fo,Duki,トップ50 - スペイン,https://open.spotify.com/track/03a359wbiUsjN9h6yzXvmS,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2018-03-12,2022-07-04T12:17:33Z,2022/07/05,False
LAS 12,Ana Mena,トップ50 - スペイン,https://open.spotify.com/track/0EpdLuptraYGFZ6J7HNSLc,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-06-17,2022-07-04T12:17:33Z,2022/07/05,False
Pegao,Camilo,トップ50 - スペイン,https://open.spotify.com/track/7Dk8r4VR5NoveUvTiCKEXC,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-05-19,2022-07-04T12:17:33Z,2022/07/05,False
Me Fui de Vacaciones,Bad Bunny,トップ50 - スペイン,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-05-06,2022-07-04T12:17:33Z,2022/07/05,False
Jordan,Ryan Castro,トップ50 - スペイン,https://open.spotify.com/track/6y8z28epOv5FlaxDv1Lo5B,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-05-24,2022-07-04T12:17:33Z,2022/07/05,False
Numero 1,Oscu,トップ50 - スペイン,https://open.spotify.com/track/6HXvazdtAr9hy0kThzxrE3,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-03-15,2022-07-04T12:17:33Z,2022/07/05,False
Enséñame a Bailar,Bad Bunny,トップ50 - スペイン,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-05-06,2022-07-04T12:17:33Z,2022/07/05,False
Celosa,Duki,トップ50 - スペイン,https://open.spotify.com/track/4FtuqEWmjtgKmVWW0iZOP7,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-06-23,2022-07-04T12:17:33Z,2022/07/05,False
Si Quieren Frontear,Duki,トップ50 - スペイン,https://open.spotify.com/track/3UT2CkCgSWjK6h5v5Ye4GH,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-06-23,2022-07-04T12:17:33Z,2022/07/05,False
RUMBATÓN,Daddy Yankee,トップ50 - スペイン,https://open.spotify.com/track/3XjN0mvFkQp1FMVM9Ro5hm,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-03-25,2022-07-04T12:17:33Z,2022/07/05,False
Neverita,Bad Bunny,トップ50 - スペイン,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-05-06,2022-07-04T12:17:33Z,2022/07/05,False
Jungle,Fred again..,New Music Friday,https://open.spotify.com/track/31B7wLv4yvtjDoTTmbnxeE,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
New Money (feat. 21 Savage),Calvin Harris,New Music Friday,https://open.spotify.com/track/5ycvEFxPeQqqkdOUgWhrJl,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
I Don't Like Myself,Imagine Dragons,New Music Friday,https://open.spotify.com/track/3soSAbnGLuJeARGmegvMFJ,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
All Dz Chainz (feat. Lil Baby),Gucci Mane,New Music Friday,https://open.spotify.com/track/6f8nS2g21RNEL7gNG4WJVT,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
Hot In It,Tiësto,New Music Friday,https://open.spotify.com/track/3Z7CaxQkqbIs1rewKi6v4W,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-30,2022-07-01T04:00:00Z,2022/07/05,False
Good Love (feat. Usher),City Girls,New Music Friday,https://open.spotify.com/track/52JFc40b28XJDROR3c4uAr,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
Catch Me In The Air,Rina Sawayama,New Music Friday,https://open.spotify.com/track/6VRfsebyIwzt9otSvcuV87,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-27,2022-07-01T04:00:00Z,2022/07/05,False
Country On,Luke Bryan,New Music Friday,https://open.spotify.com/track/1tRxwf8Q0AcshfHuaD86Yt,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
Never Really Loved Me (with Dean Lewis),Kygo,New Music Friday,https://open.spotify.com/track/1O73ZKgl0THUImkHW6dfAL,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
Nivel De Perreo,J Balvin,New Music Friday,https://open.spotify.com/track/0nDGgXV5oI8TdAmWjUx65l,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
Bad Reputation - Spotify Singles,347aidan,New Music Friday,https://open.spotify.com/track/6qNRJFypNpGWhUhlR13ENJ,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
Dreamer,Dermot Kennedy,New Music Friday,https://open.spotify.com/track/2jv3f5GKP8ibGI0kvSQJc2,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
Reckless (with MØ),Gryffin,New Music Friday,https://open.spotify.com/track/6FUHEGAHbt4DbUFp5dNwod,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
Where I Belong,Joey Bada$$,New Music Friday,https://open.spotify.com/track/1PwY8OpvFFt7CmnpnPAw7O,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
love you more than me,Montell Fish,New Music Friday,https://open.spotify.com/track/3jc0jdopFsv3dYz5uo8OCr,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
NBPQ (Topless),Sudan Archives,New Music Friday,https://open.spotify.com/track/0mMxlFoIq8qrknTmyIbxO5,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
Don't Feel Like Feeling Sad Today,YUNGBLUD,New Music Friday,https://open.spotify.com/track/3EzNhsh3hCy559XDI44f4g,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
Kids Are Born Stars,Lauv,New Music Friday,https://open.spotify.com/track/2pD74s7WAlBWUXjrTsKgdS,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-28,2022-07-01T04:00:00Z,2022/07/05,False
Why Can't You Wait,The Chainsmokers,New Music Friday,https://open.spotify.com/track/2qtryeKSrI7RgSBo1N3uXv,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
Cartier,Muni Long,New Music Friday,https://open.spotify.com/track/1A07u1T45HV84tT33UpVSB,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
Miss America,Bazzi,New Music Friday,https://open.spotify.com/track/5MuTVJ2ShxMA96buyVCEpP,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:56:53Z,2022/07/05,False
Vicious,Sabrina Carpenter,New Music Friday,https://open.spotify.com/track/77Gyctcku69jSlSSYhZEkh,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
Beautiful Boy,jxdn,New Music Friday,https://open.spotify.com/track/1cmIa5VRsl9vOZl6zNRlHf,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-28,2022-07-01T04:00:00Z,2022/07/05,False
Lurkin (feat. EST Gee),Mozzy,New Music Friday,https://open.spotify.com/track/7hHKWHOXjtdlebhX7o4Gx6,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
Let Love Go,Mabel,New Music Friday,https://open.spotify.com/track/6wULOKKYcFk3K6bJnFPxMg,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
Luces,Paulo Londra,New Music Friday,https://open.spotify.com/track/77UICuAzXRYuJqdhcy6R3m,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
Radio,Paolo Nutini,New Music Friday,https://open.spotify.com/track/45kn9BixcxJID8oNIknocn,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
We're Not In Orbit Yet…,Broken Bells,New Music Friday,https://open.spotify.com/track/45iaKryj5SvdzinlHHrDlL,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
i'm too pretty for this,Claire Rosinkranz,New Music Friday,https://open.spotify.com/track/4shULiz3P7luscRsQobtDN,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
Love You When You’re Gone,Daya,New Music Friday,https://open.spotify.com/track/4a5a4NpPcsp8lKLjsGqks2,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
I've Never Been To LA (Edit),Oscar Lang,New Music Friday,https://open.spotify.com/track/5f20q1GsH6sr5tD91jgbyP,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-28,2022-07-01T04:00:00Z,2022/07/05,False
Hard out Here,RAYE,New Music Friday,https://open.spotify.com/track/4cjJzTza5lCcSuFOKOzZ4U,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-30,2022-07-01T15:03:08Z,2022/07/05,False
Barely Miss,REASON,New Music Friday,https://open.spotify.com/track/4QPtyUkP2ysNjZDF5AuZMC,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-27,2022-07-01T04:00:00Z,2022/07/05,False
Make Me Wanna,Emotional Oranges,New Music Friday,https://open.spotify.com/track/7KDTidXitqxwRz6UhfWXsB,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
Tongue,Rêve,New Music Friday,https://open.spotify.com/track/2bJgUPmlG2o6A0qfZJgkdh,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
touch tank,quinnie,New Music Friday,https://open.spotify.com/track/7DrzZN5jaDyE0a0tVuVWnj,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-01,2022-07-01T04:00:00Z,2022/07/05,False
Feeling Like I Do - Spotify Singles,Snail Mail,New Music Friday,https://open.spotify.com/track/2NqGPfYbG0MyeLi3EMmHuR,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-29,2022-07-01T04:00:00Z,2022/07/05,False
