name,artist,playlist_name,track_url,playlist_url,release_date,added_at,created_at,like
Running Up That Hill (A Deal With God),Kate Bush,トップ50 - グローバル,https://open.spotify.com/track/75FEaRjZTKLhTrFGsfMUXR,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,1985,2022-07-04T12:17:29Z,2022/07/05,False
As It Was,Harry Styles,トップ50 - グローバル,https://open.spotify.com/track/4Dvkj6JhhA12EX05fT7y2e,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-20,2022-07-04T12:17:29Z,2022/07/05,False
Glimpse of Us,Joji,トップ50 - グローバル,https://open.spotify.com/track/6xGruZOHLs39ZbVccQTuPZ,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-06-10,2022-07-04T12:17:29Z,2022/07/05,False
Me Porto Bonito,Bad Bunny,トップ50 - グローバル,https://open.spotify.com/track/6Sq7ltF9Qa7SNFBsV5Cogx,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-06,2022-07-04T12:17:29Z,2022/07/05,False
Tití Me Preguntó,Bad Bunny,トップ50 - グローバル,https://open.spotify.com/track/1IHWl5LamUGEuP4ozKQSXZ,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-06,2022-07-04T12:17:29Z,2022/07/05,False
Ojitos Lindos,Bad Bunny,トップ50 - グローバル,https://open.spotify.com/track/3k3NWokhRRkEPhCzPmV8TW,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-06,2022-07-04T12:17:29Z,2022/07/05,False
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,トップ50 - グローバル,https://open.spotify.com/track/0mBP9X2gPCuapvpZ7TGDk3,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-06-24,2022-07-04T12:17:29Z,2022/07/05,False
Efecto,Bad Bunny,トップ50 - グローバル,https://open.spotify.com/track/5Eax0qFko2dh7Rl2lYs3bx,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-06,2022-07-04T12:17:29Z,2022/07/05,False
Moscow Mule,Bad Bunny,トップ50 - グローバル,https://open.spotify.com/track/6Xom58OOXk2SoU711L2IXO,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-06,2022-07-04T12:17:29Z,2022/07/05,False
Heat Waves,Glass Animals,トップ50 - グローバル,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2020-08-06,2022-07-04T12:17:29Z,2022/07/05,False
PROVENZA,KAROL G,トップ50 - グローバル,https://open.spotify.com/track/7dSZ6zGTQx66c2GF91xCrb,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-04-22,2022-07-04T12:17:29Z,2022/07/05,False
About Damn Time,Lizzo,トップ50 - グローバル,https://open.spotify.com/track/1PckUlxKqWQs3RlWXVBLw3,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-04-14,2022-07-04T12:17:29Z,2022/07/05,False
Jimmy Cooks (feat. 21 Savage),Drake,トップ50 - グローバル,https://open.spotify.com/track/3F5CgOj3wFlRv51JsHbxhe,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-06-17,2022-07-04T12:17:29Z,2022/07/05,False
Te Felicito,Shakira,トップ50 - グローバル,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-04-21,2022-07-04T12:17:29Z,2022/07/05,False
Party,Bad Bunny,トップ50 - グローバル,https://open.spotify.com/track/4tYFy8ALRjIZvnvSLw5lxN,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-06,2022-07-04T12:17:29Z,2022/07/05,False
Tarot,Bad Bunny,トップ50 - グローバル,https://open.spotify.com/track/41oY4WCTj5kccfesTVFnvN,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-06,2022-07-04T12:17:29Z,2022/07/05,False
STAY (with Justin Bieber),The Kid LAROI,トップ50 - グローバル,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2021-07-23,2022-07-04T12:17:29Z,2022/07/05,False
MORE,j-hope,トップ50 - グローバル,https://open.spotify.com/track/4XKXphKH76W4zNpkgFS5o2,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-07-01,2022-07-04T12:17:29Z,2022/07/05,False
Cold Heart - PNAU Remix,Elton John,トップ50 - グローバル,https://open.spotify.com/track/6JIC3hbC28JZKZ8AlAqX8h,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2021-10-22,2022-07-04T12:17:29Z,2022/07/05,False
Bam Bam (feat. Ed Sheeran),Camila Cabello,トップ50 - グローバル,https://open.spotify.com/track/2DB4DdfCFMw1iaR6JaR03a,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-04-07,2022-07-04T12:17:29Z,2022/07/05,False
First Class,Jack Harlow,トップ50 - グローバル,https://open.spotify.com/track/0wHFktze2PHC5jDt3B17DC,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-06,2022-07-04T12:17:29Z,2022/07/05,False
Late Night Talking,Harry Styles,トップ50 - グローバル,https://open.spotify.com/track/1qEmFfgcLObUfQm0j1W2CK,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-20,2022-07-04T12:17:29Z,2022/07/05,False
I Ain't Worried,OneRepublic,トップ50 - グローバル,https://open.spotify.com/track/4h9wh7iOZ0GGn8QVp4RAOB,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-13,2022-07-04T12:17:29Z,2022/07/05,False
BREAK MY SOUL,Beyoncé,トップ50 - グローバル,https://open.spotify.com/track/2KukL7UlQ8TdvpaA7bY3ZJ,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-06-21,2022-07-04T12:17:29Z,2022/07/05,False
I Like You (A Happier Song) (with Doja Cat),Post Malone,トップ50 - グローバル,https://open.spotify.com/track/0O6u0VJ46W86TxN9wgyqDj,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-06-03,2022-07-04T12:17:29Z,2022/07/05,False
Master Of Puppets,Metallica,トップ50 - グローバル,https://open.spotify.com/track/2MuWTIM3b0YEAskbeeFE1i,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,1986-03-03,2022-07-04T12:17:29Z,2022/07/05,False
Después de la Playa,Bad Bunny,トップ50 - グローバル,https://open.spotify.com/track/1dm6z1fWB0cErMszU25dy2,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-06,2022-07-04T12:17:29Z,2022/07/05,False
One Kiss (with Dua Lipa),Calvin Harris,トップ50 - グローバル,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2018-04-06,2022-07-04T12:17:29Z,2022/07/05,False
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,トップ50 - グローバル,https://open.spotify.com/track/0hquQWY3xvYqN4qtiquniF,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-06,2022-07-04T12:17:29Z,2022/07/05,False
Ghost,Justin Bieber,トップ50 - グローバル,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2021-03-19,2022-07-04T12:17:29Z,2022/07/05,False
MIDDLE OF THE NIGHT,Elley Duhé,トップ50 - グローバル,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2020-01-10,2022-07-04T12:17:29Z,2022/07/05,False
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,トップ50 - グローバル,https://open.spotify.com/track/1HhNoOuqm1a5MXYEgAFl8o,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2021-09-03,2022-07-04T12:17:29Z,2022/07/05,False
Yet To Come,BTS,トップ50 - グローバル,https://open.spotify.com/track/10SRMwb9EuVS1K9rYsBfHQ,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-06-10,2022-07-04T12:17:29Z,2022/07/05,False
Until I Found You,Stephen Sanchez,トップ50 - グローバル,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2021-09-01,2022-07-04T12:17:29Z,2022/07/05,False
Una Noche en Medellín,Cris Mj,トップ50 - グローバル,https://open.spotify.com/track/1O2pcBJGej0pmH2Y9XZMs6,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-01-21,2022-07-04T12:17:29Z,2022/07/05,False
MAMIII,Becky G,トップ50 - グローバル,https://open.spotify.com/track/7FlQk2gJ6TBrHHiidvdR2O,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-13,2022-07-04T12:17:29Z,2022/07/05,False
La Corriente,Bad Bunny,トップ50 - グローバル,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-06,2022-07-04T12:17:29Z,2022/07/05,False
Sunroof,Nicky Youre,トップ50 - グローバル,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2021-12-03,2022-07-04T12:17:29Z,2022/07/05,False
Un Ratito,Bad Bunny,トップ50 - グローバル,https://open.spotify.com/track/5CzixCxDkRXX9mScCmah8O,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-05-06,2022-07-04T12:17:29Z,2022/07/05,False
Woman,Doja Cat,トップ50 - グローバル,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2021-06-25,2022-07-04T12:17:29Z,2022/07/05,False
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,トップ50 - グローバル,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2021-09-17,2022-07-04T12:17:29Z,2022/07/05,False
Desesperados,Rauw Alejandro,トップ50 - グローバル,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2021-12-10,2022-07-04T12:17:29Z,2022/07/05,False
Shivers,Ed Sheeran,トップ50 - グローバル,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2021-10-29,2022-07-04T12:17:29Z,2022/07/05,False
Blinding Lights,The Weeknd,トップ50 - グローバル,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2020-03-20,2022-07-04T12:17:29Z,2022/07/05,False
Where Are You Now,Lost Frequencies,トップ50 - グローバル,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2021-07-30,2022-07-04T12:17:29Z,2022/07/05,False
Massive,Drake,トップ50 - グローバル,https://open.spotify.com/track/0oiv4E896TUTTeQU0cmIui,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-06-16,2022-07-04T12:17:29Z,2022/07/05,False
WAIT FOR U (feat. Drake & Tems),Future,トップ50 - グローバル,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-04-29,2022-07-04T12:17:29Z,2022/07/05,False
Dandelions,Ruth B.,トップ50 - グローバル,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2017-05-05,2022-07-04T12:17:29Z,2022/07/05,False
Sweater Weather,The Neighbourhood,トップ50 - グローバル,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2013-04-19,2022-07-04T12:17:29Z,2022/07/05,False
Pepas,Farruko,トップ50 - グローバル,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2021-10-01,2022-07-04T12:17:29Z,2022/07/05,False
Hot Shit (feat. Ye & Lil Durk),Cardi B,トップ50 - アメリカ合衆国,https://open.spotify.com/track/3uJFmluXzYedoJcvhpC1AW,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2022-07-01,2022-07-04T12:17:23Z,2022/07/05,False
You Proof,Morgan Wallen,トップ50 - アメリカ合衆国,https://open.spotify.com/track/5uU1uuyaUIBOiiUSQG7Wl3,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2022-05-13,2022-07-04T12:17:23Z,2022/07/05,False
Rich Minion,Yeat,トップ50 - アメリカ合衆国,https://open.spotify.com/track/1JIgFmCP5OCTEGV866WP3b,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2022-06-29,2022-07-04T12:17:23Z,2022/07/05,False
Cash In Cash Out,Pharrell Williams,トップ50 - アメリカ合衆国,https://open.spotify.com/track/3S68RFe1lsdCdTMPIMJM3X,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2022-06-10,2022-07-04T12:17:23Z,2022/07/05,False
Sticky,Drake,トップ50 - アメリカ合衆国,https://open.spotify.com/track/4rmVZajAF7PkrCagGPHbqa,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2022-06-17,2022-07-04T12:17:23Z,2022/07/05,False
The Kind of Love We Make,Luke Combs,トップ50 - アメリカ合衆国,https://open.spotify.com/track/48UKTR66uUOT9LaUvooTNx,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2022-06-24,2022-07-04T12:17:23Z,2022/07/05,False
PUFFIN ON ZOOTIEZ,Future,トップ50 - アメリカ合衆国,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2022-04-29,2022-07-04T12:17:23Z,2022/07/05,False
Whiskey Glasses,Morgan Wallen,トップ50 - アメリカ合衆国,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2018-04-27,2022-07-04T12:17:23Z,2022/07/05,False
Wasted On You,Morgan Wallen,トップ50 - アメリカ合衆国,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2021-01-08,2022-07-04T12:17:23Z,2022/07/05,False
No Role Modelz,J. Cole,トップ50 - アメリカ合衆国,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2014-12-09,2022-07-04T12:17:23Z,2022/07/05,False
Cooped Up (with Roddy Ricch),Post Malone,トップ50 - アメリカ合衆国,https://open.spotify.com/track/32vE1nuG8T9c8bhmZdRY6d,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2022-06-03,2022-07-04T12:17:23Z,2022/07/05,False
Bad Habit,Steve Lacy,トップ50 - アメリカ合衆国,https://open.spotify.com/track/5CM4UuQ9Gnd6K2YyKGPMoK,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2022-06-29,2022-07-04T12:17:23Z,2022/07/05,False
Something in the Orange,Zach Bryan,トップ50 - アメリカ合衆国,https://open.spotify.com/track/3WMj8moIAXJhHsyLaqIIHI,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2022-04-22,2022-07-04T12:17:23Z,2022/07/05,False
Music For a Sushi Restaurant,Harry Styles,トップ50 - アメリカ合衆国,https://open.spotify.com/track/5LYMamLv12UPbemOaTPyeV,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2022-05-20,2022-07-04T12:17:23Z,2022/07/05,False
Die For You,The Weeknd,トップ50 - アメリカ合衆国,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2016-11-24,2022-07-04T12:17:23Z,2022/07/05,False
Chicken Fried,Zac Brown Band,トップ50 - アメリカ合衆国,https://open.spotify.com/track/0LQtEJt7x0s6knb6RKdRYc,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2008-11-17,2022-07-04T12:17:23Z,2022/07/05,False
Knife Talk (with 21 Savage ft. Project Pat),Drake,トップ50 - アメリカ合衆国,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2021-09-03,2022-07-04T12:17:23Z,2022/07/05,False
good 4 u,Olivia Rodrigo,トップ50 - アメリカ合衆国,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2021-05-21,2022-07-04T12:17:23Z,2022/07/05,False
ミックスナッツ,Official HIGE DANdism,トップ50 - 日本,https://open.spotify.com/track/60ReNXcPcsVFd7nUuQw5HZ,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-04-15,2022-07-04T12:17:22Z,2022/07/05,False
W / X / Y,Tani Yuuki,トップ50 - 日本,https://open.spotify.com/track/4IfrM44LofE9bSs6TDZS49,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-12-08,2022-07-04T12:17:22Z,2022/07/05,False
Habit,SEKAI NO OWARI,トップ50 - 日本,https://open.spotify.com/track/2uMNMcjjUz8oNIxjIu20qE,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-04-28,2022-07-04T12:17:22Z,2022/07/05,False
シンデレラボーイ,Saucy Dog,トップ50 - 日本,https://open.spotify.com/track/1Vqs0lXeJafYZz2sxnfB3V,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-08-25,2022-07-04T12:17:22Z,2022/07/05,False
ベテルギウス,Yuuri,トップ50 - 日本,https://open.spotify.com/track/4JK1kDUdH9RTBQrrSO1QfR,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-01-12,2022-07-04T12:17:22Z,2022/07/05,False
なんでもないよ、,Macaroni Empitsu,トップ50 - 日本,https://open.spotify.com/track/5W7Y92LB4jWvu9NeEQ0GZl,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-01-12,2022-07-04T12:17:22Z,2022/07/05,False
愛とか恋とか,Novelbright,トップ50 - 日本,https://open.spotify.com/track/1VHL1PIkhDwWbFc65xHwOr,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-05-16,2022-07-04T12:17:22Z,2022/07/05,False
優しさに溢れた世界で,Saucy Dog,トップ50 - 日本,https://open.spotify.com/track/2mRMcwDCNyYvBXaoUxmsmE,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-07-06,2022-07-04T12:17:22Z,2022/07/05,False
水平線,back number,トップ50 - 日本,https://open.spotify.com/track/5m1i6hq7dmRlp3c1utE48L,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-08-13,2022-07-04T12:17:22Z,2022/07/05,False
ドライフラワー,Yuuri,トップ50 - 日本,https://open.spotify.com/track/4kPlQKwtPrnqLgrmmKFSlA,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-01-12,2022-07-04T12:17:22Z,2022/07/05,False
POP!,NAYEON,トップ50 - 日本,https://open.spotify.com/track/5rJ7bdPmr8nfmm2JQ8xHOz,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-06-24,2022-07-04T12:17:22Z,2022/07/05,False
Dynamite,BTS,トップ50 - 日本,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2020-11-20,2022-07-04T12:17:22Z,2022/07/05,False
Comedy,Gen Hoshino,トップ50 - 日本,https://open.spotify.com/track/5SuOikwiRyPMVoIQDJUgSV,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-04-08,2022-07-04T12:17:22Z,2022/07/05,False
シャッター,Yuuri,トップ50 - 日本,https://open.spotify.com/track/19mjCzLuMHZ0Tyn3eI85bo,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-01-12,2022-07-04T12:17:22Z,2022/07/05,False
CITRUS,Da-iCE,トップ50 - 日本,https://open.spotify.com/track/2IL2asrtx7XM1y8fu2RMnR,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-01-20,2022-07-04T12:17:22Z,2022/07/05,False
きらり,Fujii Kaze,トップ50 - 日本,https://open.spotify.com/track/51oc6MEsXTpnPn6GOw5VuP,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-01-14,2022-07-04T12:17:22Z,2022/07/05,False
カメレオン,King Gnu,トップ50 - 日本,https://open.spotify.com/track/0J0P8iSE6l3pYHbUdNFYdS,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-02-28,2022-07-04T12:17:22Z,2022/07/05,False
新時代 - ウタ from ONE PIECE FILM RED,Ado,トップ50 - 日本,https://open.spotify.com/track/2l2yRJWgMiJkfPbRNiuC25,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-06-08,2022-07-04T12:17:22Z,2022/07/05,False
Butter,BTS,トップ50 - 日本,https://open.spotify.com/track/6jjYDGxVJsWS0a5wlVF5vS,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-06-10,2022-07-04T12:17:22Z,2022/07/05,False
群青,YOASOBI,トップ50 - 日本,https://open.spotify.com/track/1zd35Y44Blc1CwwVbW3Qnk,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-01-06,2022-07-04T12:17:22Z,2022/07/05,False
残響散歌,Aimer,トップ50 - 日本,https://open.spotify.com/track/7v8wKvNQQIxkugCFFjrkaO,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-12-06,2022-07-04T12:17:22Z,2022/07/05,False
常緑,Chippoke Ohashi,トップ50 - 日本,https://open.spotify.com/track/6qn31XzTa6YKXs5FZpAPgP,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-10-13,2022-07-04T12:17:22Z,2022/07/05,False
M八七,Kenshi Yonezu,トップ50 - 日本,https://open.spotify.com/track/3sFdaHo9D3hfiFt2wVi6a5,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-05-13,2022-07-04T12:17:22Z,2022/07/05,False
Bye-Good-Bye,BE:FIRST,トップ50 - 日本,https://open.spotify.com/track/0rPrGZTtScNSRL2jZoooKO,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-03-07,2022-07-04T12:17:22Z,2022/07/05,False
Permission to Dance,BTS,トップ50 - 日本,https://open.spotify.com/track/3XYRV7ZSHqIRDG87DKTtry,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-07-23,2022-07-04T12:17:22Z,2022/07/05,False
恋風邪にのせて,Vaundy,トップ50 - 日本,https://open.spotify.com/track/5PeXak0Ox3JmH2oor0qnGt,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-03-07,2022-07-04T12:17:22Z,2022/07/05,False
Mela!,Ryokuoushoku Shakai,トップ50 - 日本,https://open.spotify.com/track/6IO5nn84TKArsi3cjpIqaD,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2020-04-13,2022-07-04T12:17:22Z,2022/07/05,False
LOVE DIVE,IVE,トップ50 - 日本,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-04-05,2022-07-04T12:17:22Z,2022/07/05,False
魔法の絨毯,Takaya Kawasaki,トップ50 - 日本,https://open.spotify.com/track/3PK5ERLCyMuQ5Cb89GbZVL,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2018-03-14,2022-07-04T12:17:22Z,2022/07/05,False
夜に駆ける,YOASOBI,トップ50 - 日本,https://open.spotify.com/track/6MCjmGYlw6mQVWRFVgBRvB,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-01-06,2022-07-04T12:17:22Z,2022/07/05,False
点描の唄,Mrs. GREEN APPLE,トップ50 - 日本,https://open.spotify.com/track/0l2wnmSJ8rW5dvS2eW3xNp,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-06-20,2022-07-04T12:17:22Z,2022/07/05,False
勿忘,Awesome City Club,トップ50 - 日本,https://open.spotify.com/track/0XZyF9lv6diMt4bxThOL0h,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-02-10,2022-07-04T12:17:22Z,2022/07/05,False
逆夢,King Gnu,トップ50 - 日本,https://open.spotify.com/track/6ZiEWet0uFRwWBCEKCQ8rY,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-12-24,2022-07-04T12:17:22Z,2022/07/05,False
FEARLESS,LE SSERAFIM,トップ50 - 日本,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-05-02,2022-07-04T12:17:22Z,2022/07/05,False
YOKAZE,HENTAI SHINSHI CLUB,トップ50 - 日本,https://open.spotify.com/track/6tkSMR8bEIfEcJn7ybJtSP,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-06-16,2022-07-04T12:17:22Z,2022/07/05,False
115万キロのフィルム,Official HIGE DANdism,トップ50 - 日本,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2018-04-11,2022-07-04T12:17:22Z,2022/07/05,False
Save Yourself,ONE OK ROCK,トップ50 - 日本,https://open.spotify.com/track/1B04DTxiZUA5QW9Zxe1IEJ,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-06-24,2022-07-04T12:17:22Z,2022/07/05,False
一途,King Gnu,トップ50 - 日本,https://open.spotify.com/track/7ncPjJBktLEOpstY5JOUMK,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-12-10,2022-07-04T12:17:22Z,2022/07/05,False
Cry Baby,Official HIGE DANdism,トップ50 - 日本,https://open.spotify.com/track/6wDntdm888mDo458RaYjGl,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2021-08-18,2022-07-04T12:17:22Z,2022/07/05,False
